% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi
87	1	1	1	0	28	2292	0	1
96	1	1	1	0	28	2292	0	1
35	4	12	1	0	0	26	0	1
35	5	13	1	0	0	26	0	1
63	1	1	2	0	28	749	0	1
63	1	2	3	0	28	749	0	1
35	5	14	2	0	0	26	0	1
63	1	3	1	0	28	749	0	1
88	1	1	1	0	28	2292	0	1
35	5	15	3	0	0	26	0	1
97	1	1	1	0	28	2292	0	1
97	1	1	1	0	28	2292	0	1
35	6	16	1	0	0	26	0	1
35	6	17	2	0	0	26	0	1
99	1	1	1	0	28	2292	0	1
89	1	1	1	0	28	2292	0	1
35	6	18	3	0	0	26	0	1
98	1	1	1	0	28	2292	0	1
64	1	1	2	0	28	749	0	1
64	1	2	3	0	28	749	0	1
64	1	3	1	0	28	749	0	1
90	1	1	1	0	28	2292	0	1
99	1	1	1	0	28	2292	0	1
39	1	1	1	0	6	153	0	1
39	1	2	2	0	4	105	0	1
91	1	1	1	0	28	2292	0	1
39	2	3	1	0	6	153	0	1
100	1	1	1	0	28	2292	0	1
39	2	4	2	0	4	105	0	1
92	1	1	1	0	28	2292	0	1
39	3	5	2	0	8	209	0	1
65	1	1	2	0	28	749	0	1
39	3	6	1	0	4	105	0	1
65	1	2	3	0	28	749	0	1
39	4	7	1	0	6	153	0	1
65	1	3	1	0	28	749	0	1
93	1	1	1	0	28	2292	0	1
101	1	1	1	0	28	2292	0	1
39	4	8	2	0	6	153	0	1
39	5	9	2	0	6	153	0	1
39	5	10	1	0	6	153	0	1
107	1	1	1	0	28	2292	0	1
94	1	1	1	0	28	2292	0	1
102	1	1	1	0	28	2292	0	1
66	1	1	2	0	28	749	0	1
66	1	2	3	0	28	749	0	1
66	1	3	1	0	28	749	0	1
103	1	1	1	0	28	2292	0	1
95	1	1	1	0	28	2292	0	1
36	1	1	1	0	0	26	0	1
36	1	2	2	0	0	26	0	1
104	1	1	1	0	28	2292	0	1
36	1	3	3	0	0	26	0	1
36	2	4	2	0	0	26	0	1
96	1	1	1	0	28	2292	0	1
36	2	5	1	0	0	26	0	1
67	1	1	2	0	28	749	0	1
36	2	6	3	0	0	26	0	1
105	1	1	1	0	28	2292	0	1
67	1	2	3	0	28	749	0	1
67	1	3	1	0	28	749	0	1
36	3	7	2	0	0	26	0	1
36	3	8	1	0	0	26	0	1
36	3	9	3	0	0	26	0	1
106	1	1	1	0	28	2292	0	1
36	4	10	3	0	0	26	0	1
97	1	1	1	0	28	2292	0	1
36	4	11	2	0	0	26	0	1
36	4	12	1	0	0	26	0	1
36	5	13	1	0	0	26	0	1
36	5	14	2	0	0	26	0	1
107	1	1	1	0	28	2292	0	1
68	1	1	2	0	28	749	0	1
117	2	1	1	0	0	85	0	1
36	5	15	3	0	0	26	0	1
98	1	1	1	0	28	2292	0	1
68	1	2	3	0	28	749	0	1
40	1	1	1	0	6	153	0	1
118	2	1	1	0	0	85	0	1
36	6	16	1	0	0	26	0	1
68	1	3	1	0	28	749	0	1
40	1	2	2	0	4	105	0	1
36	6	17	2	0	0	26	0	1
119	2	1	1	0	0	85	0	1
36	6	18	3	0	0	26	0	1
40	2	3	1	0	6	153	0	1
108	1	1	1	0	28	2292	0	1
40	2	4	2	0	4	105	0	1
40	3	5	2	0	8	209	0	1
120	2	1	1	0	0	85	0	1
99	1	1	1	0	28	2292	0	1
40	3	6	1	0	4	105	0	1
40	4	7	1	0	6	153	0	1
121	2	1	1	0	0	85	0	1
40	4	8	2	0	6	153	0	1
109	1	1	1	0	28	2292	0	1
69	1	1	2	0	28	749	0	1
40	5	9	2	0	6	153	0	1
69	1	2	3	0	28	749	0	1
40	5	10	1	0	6	153	0	1
69	1	3	1	0	28	749	0	1
100	1	1	1	0	28	2292	0	1
122	2	1	1	0	0	85	0	1
110	1	1	1	0	28	2292	0	1
70	1	1	2	0	28	749	0	1
123	2	1	1	0	0	85	0	1
70	1	2	3	0	28	749	0	1
101	1	1	1	0	28	2292	0	1
70	1	3	1	0	28	749	0	1
111	1	1	1	0	28	2292	0	1
124	2	1	1	0	28	2292	0	1
102	1	1	1	0	28	2292	0	1
112	1	1	1	0	28	2292	0	1
71	1	1	2	0	28	749	0	1
71	1	2	3	0	28	749	0	1
103	1	1	1	0	28	2292	0	1
71	1	3	1	0	28	749	0	1
113	1	1	1	0	28	2292	0	1
104	1	1	1	0	28	2292	0	1
127	2	1	1	0	28	2292	0	1
114	1	1	1	0	28	2292	0	1
41	1	1	1	0	6	153	0	1
72	1	1	2	0	28	749	0	1
128	2	1	1	0	28	2292	0	1
41	1	2	2	0	4	105	0	1
105	1	1	1	0	28	2292	0	1
72	1	2	3	0	28	749	0	1
115	1	1	1	0	28	2292	0	1
72	1	3	1	0	28	749	0	1
41	2	3	1	0	6	153	0	1
129	2	1	1	0	28	2292	0	1
41	2	4	2	0	4	105	0	1
116	1	1	1	0	28	2292	0	1
106	1	1	1	0	28	2292	0	1
41	3	5	2	0	8	209	0	1
130	2	1	1	0	28	2292	0	1
41	3	6	1	0	4	105	0	1
73	1	1	2	0	28	749	0	1
117	1	1	1	0	28	2292	0	1
73	1	2	3	0	28	749	0	1
41	4	7	1	0	6	153	0	1
107	1	1	1	0	28	2292	0	1
73	1	3	1	0	28	749	0	1
41	4	8	2	0	6	153	0	1
118	1	1	1	0	28	2292	0	1
41	5	9	2	0	6	153	0	1
37	1	1	1	0	0	26	0	1
133	2	1	1	0	28	2292	0	1
41	5	10	1	0	6	153	0	1
37	1	2	2	0	0	26	0	1
108	1	1	1	0	28	2292	0	1
37	1	3	3	0	0	26	0	1
119	1	1	1	0	28	2292	0	1
37	2	4	2	0	0	26	0	1
74	1	1	2	0	28	749	0	1
74	1	2	3	0	28	749	0	1
37	2	5	1	0	0	26	0	1
109	1	1	1	0	28	2292	0	1
74	1	3	1	0	28	749	0	1
37	2	6	3	0	0	26	0	1
120	1	1	1	0	28	2292	0	1
137	2	1	1	0	28	2292	0	1
37	3	7	2	0	0	26	0	1
37	3	8	1	0	0	26	0	1
110	1	1	1	0	28	2292	0	1
37	3	9	3	0	0	26	0	1
37	4	10	3	0	0	26	0	1
139	2	1	1	0	28	2292	0	1
121	1	1	1	0	28	2292	0	1
75	1	1	2	0	28	749	0	1
37	4	11	2	0	0	26	0	1
75	1	2	3	0	28	749	0	1
75	1	3	1	0	28	749	0	1
37	4	12	1	0	0	26	0	1
111	1	1	1	0	28	2292	0	1
122	1	1	1	0	28	2292	0	1
37	5	13	1	0	0	26	0	1
37	5	14	2	0	0	26	0	1
37	5	15	3	0	0	26	0	1
112	1	1	1	0	28	2292	0	1
76	1	1	2	0	28	749	0	1
37	6	16	1	0	0	26	0	1
123	1	1	1	0	28	2292	0	1
76	1	2	3	0	28	749	0	1
37	6	17	2	0	0	26	0	1
76	1	3	1	0	28	749	0	1
37	6	18	3	0	0	26	0	1
147	2	1	1	0	28	2292	0	1
113	1	1	1	0	28	2292	0	1
42	1	1	1	0	6	153	0	1
149	2	1	1	0	28	2292	0	1
124	1	1	1	0	28	2292	0	1
42	1	2	2	0	4	105	0	1
42	2	3	1	0	6	153	0	1
114	1	1	1	0	28	2292	0	1
42	2	4	2	0	4	105	0	1
77	1	1	2	0	28	749	0	1
42	3	5	2	0	8	209	0	1
221	1	1	1	0	28	2292	0	1
77	1	2	3	0	28	749	0	1
125	1	1	1	0	28	2292	0	1
42	3	6	1	0	4	105	0	1
77	1	3	1	0	28	749	0	1
221	2	2	1	0	28	2292	0	1
42	4	7	1	0	6	153	0	1
115	1	1	1	0	28	2292	0	1
42	4	8	2	0	6	153	0	1
153	2	1	1	0	28	2292	0	1
42	5	9	2	0	6	153	0	1
42	5	10	1	0	6	153	0	1
126	1	1	1	0	28	2292	0	1
116	1	1	1	0	28	2292	0	1
78	1	1	2	0	28	749	0	1
127	1	1	1	0	28	2292	0	1
78	1	2	3	0	28	749	0	1
155	2	1	1	0	28	2292	0	1
78	1	3	1	0	28	749	0	1
128	1	1	1	0	28	2292	0	1
157	2	1	1	0	28	2292	0	1
117	1	1	1	0	28	2292	0	1
159	2	1	1	0	28	2292	0	1
118	1	1	1	0	28	2292	0	1
129	1	1	1	0	28	2292	0	1
79	1	1	2	0	28	749	0	1
79	1	2	3	0	28	749	0	1
119	1	1	1	0	28	2292	0	1
79	1	3	1	0	28	749	0	1
130	1	1	1	0	28	2292	0	1
131	1	1	1	0	28	2292	0	1
120	1	1	1	0	28	2292	0	1
80	1	1	2	0	28	749	0	1
167	2	1	1	0	28	2292	0	1
80	1	2	3	0	28	749	0	1
169	2	1	1	0	28	2292	0	1
43	1	1	1	0	6	153	0	1
38	1	1	1	0	0	26	0	1
80	1	3	1	0	28	749	0	1
43	1	2	2	0	4	105	0	1
132	1	1	1	0	28	2292	0	1
38	1	2	2	0	0	26	0	1
121	1	1	1	0	28	2292	0	1
43	2	3	1	0	6	153	0	1
38	1	3	3	0	0	26	0	1
38	2	4	2	0	0	26	0	1
43	2	4	2	0	4	105	0	1
38	2	5	1	0	0	26	0	1
43	3	5	2	0	8	209	0	1
38	2	6	3	0	0	26	0	1
133	1	1	1	0	28	2292	0	1
43	3	6	1	0	4	105	0	1
122	1	1	1	0	28	2292	0	1
43	4	7	1	0	6	153	0	1
38	3	7	2	0	0	26	0	1
81	1	1	2	0	28	749	0	1
43	4	8	2	0	6	153	0	1
38	3	8	1	0	0	26	0	1
81	1	2	3	0	28	749	0	1
43	5	9	2	0	6	153	0	1
38	3	9	3	0	0	26	0	1
43	5	10	1	0	6	153	0	1
134	1	1	1	0	28	2292	0	1
81	1	3	1	0	28	749	0	1
38	4	10	3	0	0	26	0	1
123	1	1	1	0	28	2292	0	1
38	4	11	2	0	0	26	0	1
38	4	44	1	1	1	0	6	153	0	1
44	1	2	2	0	4	105	0	1
140	1	1	1	0	28	2292	0	1
128	1	1	1	0	28	2292	0	1
44	2	3	1	0	6	153	0	1
84	1	1	2	0	28	749	0	1
44	2	4	2	0	4	105	0	1
84	1	2	3	0	28	749	0	1
44	3	5	2	0	8	209	0	1
84	1	3	1	0	28	749	0	1
44	3	6	1	0	4	105	0	1
141	1	1	1	0	28	2292	0	1
44	4	7	1	0	6	153	0	1
129	1	1	1	0	28	2292	0	1
44	4	8	2	0	6	153	0	1
44	5	9	2	0	6	153	0	1
44	5	10	1	0	6	153	0	1
197	2	1	1	0	28	2292	0	1
142	1	1	1	0	28	2292	0	1
130	1	1	1	0	28	2292	0	1
199	2	1	1	0	28	2292	0	1
85	1	1	2	0	28	749	0	1
85	1	2	3	0	28	749	0	1
143	1	1	1	0	28	2292	0	1
85	1	3	1	0	28	749	0	1
131	1	1	1	0	28	2292	0	1
144	1	1	1	0	28	2292	0	1
132	1	1	1	0	28	2292	0	1
86	1	1	2	0	28	749	0	1
86	1	2	3	0	28	749	0	1
145	1	1	1	0	28	2292	0	1
86	1	3	1	0	28	749	0	1
133	1	1	1	0	28	2292	0	1
39	1	1	1	0	28	749	0	1
39	1	2	2	0	28	749	0	1
39	1	3	3	0	28	749	0	1
207	2	1	1	0	28	2292	0	1
134	1	1	1	0	28	2292	0	1
39	2	4	2	0	28	749	0	1
146	1	1	1	0	28	2292	0	1
39	2	5	1	0	28	749	0	1
209	2	1	1	0	28	2292	0	1
39	2	6	3	0	28	749	0	1
135	1	1	1	0	28	2292	0	1
87	1	1	2	0	28	749	0	1
39	3	7	2	0	28	749	0	1
147	1	1	1	0	28	2292	0	1
87	1	2	3	0	28	749	0	1
39	3	8	1	0	28	749	0	1
87	1	3	1	0	28	749	0	1
39	3	9	3	0	28	749	0	1
136	1	1	1	0	28	2292	0	1
39	4	10	3	0	28	749	0	1
45	1	1	1	0	6	153	0	1
212	2	1	1	0	28	2292	0	1
148	1	1	1	0	28	2292	0	1
39	4	11	2	0	28	749	0	1
45	1	2	2	0	4	105	0	1
39	4	12	1	0	28	749	0	1
45	2	3	1	0	6	153	0	1
137	1	1	1	0	28	2292	0	1
45	2	4	2	0	4	105	0	1
39	5	13	1	0	28	749	0	1
88	1	1	2	0	28	749	0	1
45	3	5	2	0	8	209	0	1
39	5	14	2	0	28	749	0	1
88	1	2	3	0	28	749	0	1
149	1	1	1	0	28	2292	0	1
45	3	6	1	0	4	105	0	1
39	5	15	3	0	28	749	0	1
88	1	3	1	0	28	749	0	1
45	4	7	1	0	6	153	0	1
39	6	16	1	0	28	749	0	1
138	1	1	1	0	28	2292	0	1
45	4	8	2	0	6	153	0	1
39	6	17	2	0	28	749	0	1
45	5	9	2	0	6	153	0	1
45	5	10	1	0	6	153	0	1
39	6	18	3	0	28	749	0	1
217	2	1	1	0	28	2292	0	1
139	1	1	1	0	28	2292	0	1
219	2	1	1	0	28	2292	0	1
89	1	1	2	0	28	749	0	1
89	1	2	3	0	28	749	0	1
150	1	1	1	0	28	2292	0	1
140	1	1	1	0	28	2292	0	1
89	1	3	1	0	28	749	0	1
151	1	1	1	0	28	2292	0	1
141	1	1	1	0	28	2292	0	1
227	2	1	1	0	28	2292	0	1
90	1	1	2	0	28	749	0	1
152	1	1	1	0	28	2292	0	1
90	1	2	3	0	28	749	0	1
90	1	3	1	0	28	749	0	1
229	2	1	1	0	28	2292	0	1
142	1	1	1	0	28	2292	0	1
153	1	1	1	0	28	2292	0	1
91	1	1	2	0	28	749	0	1
91	1	2	3	0	28	749	0	1
91	1	3	1	0	28	749	0	1
154	1	1	1	0	28	2292	0	1
143	1	1	1	0	28	2292	0	1
155	1	1	1	0	28	2292	0	1
46	1	1	1	0	6	153	0	1
92	1	1	2	0	28	749	0	1
92	1	2	3	0	28	749	0	1
144	1	1	1	0	28	2292	0	1
237	2	1	1	0	28	2292	0	1
46	1	2	2	0	4	105	0	1
92	1	3	1	0	28	749	0	1
46	2	3	1	0	6	153	0	1
46	2	4	2	0	4	105	0	1
239	2	1	1	0	28	2292	0	1
156	1	1	1	0	28	2292	0	1
46	3	5	2	0	8	209	0	1
46	3	6	1	0	4	105	0	1
46	4	7	1	0	6	153	0	1
46	4	8	2	0	6	153	0	1
40	1	1	1	0	28	749	0	1
46	5	9	2	0	6	153	0	1
157	1	1	1	0	28	2292	0	1
145	1	1	1	0	28	2292	0	1
93	1	1	2	0	28	749	0	1
40	1	2	2	0	28	749	0	1
46	5	10	1	0	6	153	0	1
40	1	3	3	0	28	749	0	1
93	1	2	3	0	28	749	0	1
40	2	4	2	0	28	749	0	1
93	1	3	1	0	28	749	0	1
40	2	5	1	0	28	749	0	1
146	1	1	1	0	28	2292	0	1
158	1	1	1	0	28	2292	0	1
40	2	6	3	0	28	749	0	1
40	3	7	2	0	28	749	0	1
40	3	8	1	0	28	749	0	1
40	3	9	3	0	28	749	0	1
147	1	1	1	0	28	2292	0	1
40	4	10	3	0	28	749	0	1
94	1	1	2	0	28	749	0	1
247	2	1	1	0	28	2292	0	1
94	1	2	3	0	28	749	0	1
159	1	1	1	0	28	2292	0	1
40	4	11	2	0	28	749	0	1
94	1	3	1	0	28	749	0	1
40	4	12	1	0	28	749	0	1
249	2	1	1	0	28	2292	0	1
40	5	13	1	0	28	749	0	1
40	5	14	2	0	28	749	0	1
148	1	1	1	0	28	2292	0	1
40	5	15	3	0	28	749	0	1
160	1	1	1	0	28	2292	0	1
40	6	16	1	0	28	749	0	1
40	6	17	2	0	28	749	0	1
40	6	18	3	0	28	749	0	1
95	1	1	2	0	28	749	0	1
149	1	1	1	0	28	2292	0	1
161	1	1	1	0	28	2292	0	1
95	1	2	3	0	28	749	0	1
95	1	3	1	0	28	749	0	1
150	1	1	1	0	28	2292	0	1
162	1	1	1	0	28	2292	0	1
47	1	1	1	0	6	153	0	1
47	1	2	2	0	4	105	0	1
47	2	3	1	0	6	153	0	1
257	2	1	1	0	28	2292	0	1
151	1	1	1	0	28	2292	0	1
47	2	4	2	0	4	105	0	1
96	1	1	2	0	28	749	0	1
163	1	1	1	0	28	2292	0	1
47	3	5	2	0	8	209	0	1
96	1	2	3	0	28	749	0	1
259	2	1	1	0	28	2292	0	1
47	3	6	1	0	4	105	0	1
96	1	3	1	0	28	749	0	1
47	4	7	1	0	6	153	0	1
152	1	1	1	0	28	2292	0	1
164	1	1	1	0	28	2292	0	1
47	4	8	2	0	6	153	0	1
321	1	1	1	0	28	2292	0	1
47	5	9	2	0	6	153	0	1
321	2	2	1	0	28	2292	0	54	4	10	3	0	28	749	0	1
324	1	1	1	0	28	2292	0	1
70	1	2	2	0	4	105	0	1
183	1	2	3	0	28	749	0	1
54	4	11	2	0	28	749	0	1
332	1	1	1	0	28	2292	0	1
70	2	3	1	0	6	153	0	1
54	4	12	1	0	28	749	0	1
70	2	4	2	0	4	105	0	1
54	5	13	1	0	28	749	0	1
183	1	3	1	0	28	749	0	1
70	3	5	2	0	8	209	0	1
54	5	14	2	0	28	749	0	1
70	3	6	1	0	4	105	0	1
54	5	15	3	0	28	749	0	1
70	4	7	1	0	6	153	0	1
54	6	16	1	0	28	749	0	1
325	1	1	1	0	28	2292	0	1
70	4	8	2	0	6	153	0	1
333	1	1	1	0	28	2292	0	1
54	6	17	2	0	28	749	0	1
70	5	9	2	0	6	153	0	1
54	6	18	3	0	28	749	0	1
70	5	10	1	0	6	153	0	1
184	1	1	2	0	28	749	0	1
334	1	1	1	0	28	2292	0	1
184	1	2	3	0	28	749	0	1
326	1	1	1	0	28	2292	0	1
184	1	3	1	0	28	749	0	1
335	1	1	1	0	28	2292	0	1
327	1	1	1	0	28	2292	0	1
185	1	1	2	0	28	749	0	1
185	1	2	3	0	28	749	0	1
336	1	1	1	0	28	2292	0	1
328	1	1	1	0	28	2292	0	1
185	1	3	1	0	28	749	0	1
337	1	1	1	0	28	2292	0	1
329	1	1	1	0	28	2292	0	1
186	1	1	2	0	28	749	0	1
186	1	2	3	0	28	749	0	1
338	1	1	1	0	28	2292	0	1
330	1	1	1	0	28	2292	0	1
186	1	3	1	0	28	749	0	1
339	1	1	1	0	28	2292	0	1
331	1	1	1	0	28	2292	0	1
71	1	1	1	0	6	153	0	1
71	1	2	2	0	4	105	0	1
187	1	1	2	0	28	749	0	1
71	2	3	1	0	6	153	0	1
187	1	2	3	0	28	749	0	1
340	1	1	1	0	28	2292	0	1
187	1	3	1	0	28	749	0	1
71	2	4	2	0	4	105	0	1
332	1	1	1	0	28	2292	0	1
71	3	5	2	0	8	209	0	1
71	3	6	1	0	4	105	0	1
341	1	1	1	0	28	2292	0	1
71	4	7	1	0	6	153	0	1
333	1	1	1	0	28	2292	0	1
71	4	8	2	0	6	153	0	1
71	5	9	2	0	6	153	0	1
342	1	1	1	0	28	2292	0	1
71	5	10	1	0	6	153	0	1
188	1	1	2	0	28	749	0	1
188	1	2	3	0	28	749	0	1
334	1	1	1	0	28	2292	0	1
188	1	3	1	0	28	749	0	1
55	1	1	1	0	28	749	0	1
343	1	1	1	0	28	2292	0	1
55	1	2	2	0	28	749	0	1
55	1	3	3	0	28	749	0	1
55	2	4	2	0	28	749	0	1
55	2	5	1	0	28	749	0	1
55	2	6	3	0	28	749	0	1
55	3	7	2	0	28	749	0	1
55	3	8	1	0	28	749	0	1
189	1	1	2	0	28	749	0	1
189	1	2	3	0	28	749	0	1
335	1	1	1	0	28	2292	0	1
55	3	9	3	0	28	749	0	1
344	1	1	1	0	28	2292	0	1
189	1	3	1	0	28	749	0	1
55	4	10	3	0	28	749	0	1
55	4	11	2	0	28	749	0	1
55	4	12	1	0	28	749	0	1
336	1	1	1	0	28	2292	0	1
55	5	13	1	0	28	749	0	1
55	5	14	2	0	28	749	0	1
337	1	1	1	0	28	2292	0	1
345	1	1	1	0	28	2292	0	1
55	5	15	3	0	28	749	0	1
190	1	1	2	0	28	749	0	1
55	6	16	1	0	28	749	0	1
190	1	2	3	0	28	749	0	1
55	6	17	2	0	28	749	0	1
190	1	3	1	0	28	749	0	1
346	1	1	1	0	28	2292	0	1
338	1	1	1	0	28	2292	0	1
55	6	18	3	0	28	749	0	1
347	1	1	1	0	28	2292	0	1
72	1	1	1	0	6	153	0	1
339	1	1	1	0	28	2292	0	1
348	1	1	1	0	28	2292	0	1
72	1	2	2	0	4	105	0	1
191	1	1	2	0	28	749	0	1
72	2	3	1	0	6	153	0	1
191	1	2	3	0	28	749	0	1
191	1	3	1	0	28	749	0	1
72	2	4	2	0	4	105	0	1
340	1	1	1	0	28	2292	0	1
72	3	5	2	0	8	209	0	1
72	3	6	1	0	4	105	0	1
349	1	1	1	0	28	2292	0	1
72	4	7	1	0	6	153	0	1
72	4	8	2	0	6	153	0	1
72	5	9	2	0	6	153	0	1
341	1	1	1	0	28	2292	0	1
192	1	1	2	0	28	749	0	1
72	5	10	1	0	6	153	0	1
350	1	1	1	0	28	2292	0	1
192	1	2	3	0	28	749	0	1
192	1	3	1	0	28	749	0	1
821	1	1	1	0	28	2292	0	1
821	2	2	1	0	28	2292	0	1
342	1	1	1	0	28	2292	0	1
351	1	1	1	0	28	2292	0	1
193	1	1	2	0	28	749	0	1
193	1	2	3	0	28	749	0	1
352	1	1	1	0	28	2292	0	1
343	1	1	1	0	28	2292	0	1
193	1	3	1	0	28	749	0	1
344	1	1	1	0	28	2292	0	1
353	1	1	1	0	28	2292	0	1
194	1	1	2	0	28	749	0	1
194	1	2	3	0	28	749	0	1
194	1	3	1	0	28	749	0	1
354	1	1	1	0	28	2292	0	1
345	1	1	1	0	28	2292	0	1
56	1	1	1	0	28	749	0	1
56	1	2	2	0	28	749	0	1
56	1	3	3	0	28	749	0	1
56	2	4	2	0	28	749	0	1
56	2	5	1	0	28	749	0	1
355	1	1	1	0	28	2292	0	1
346	1	1	1	0	28	2292	0	1
56	2	6	3	0	28	749	0	1
195	1	1	2	0	28	749	0	1
73	1	1	1	0	6	153	0	1
73	1	2	2	0	4	105	0	1
195	1	2	3	0	28	749	0	1
356	1	1	1	0	28	2292	0	1
56	3	7	2	0	28	749	0	1
73	2	3	1	0	6	153	0	1
56	3	8	1	0	28	749	0	1
195	1	3	1	0	28	749	0	1
73	2	4	2	0	4	105	0	1
73	3	5	2	0	8	209	0	1
56	3	9	3	0	28	749	0	1
347	1	1	1	0	28	2292	0	1
73	3	6	1	0	4	105	0	1
56	4	10	3	0	28	749	0	1
357	1	1	1	0	28	2292	0	1
73	4	7	1	0	6	153	0	1
56	4	11	2	0	28	749	0	1
73	4	8	2	0	6	153	0	1
56	4	12	1	0	28	749	0	1
196	1	1	2	0	28	749	0	1
73	5	9	2	0	6	153	0	1
56	5	13	1	0	28	749	0	1
348	1	1	1	0	28	2292	0	1
196	1	2	3	0	28	749	0	1
56	5	14	2	0	28	749	0	1
73	5	10	1	0	6	153	0	1
196	1	3	1	0	28	749	0	1
358	1	1	1	0	28	2292	0	1
56	5	15	3	0	28	749	0	1
56	6	16	1	0	28	749	0	1
56	6	17	2	0	28	749	0	1
56	6	18	3	0	28	749	0	1
349	1	1	1	0	28	2292	0	1
359	1	1	1	0	28	2292	0	1
197	1	1	2	0	28	749	0	1
350	1	1	1	0	28	2292	0	1
360	1	1	1	0	28	2292	0	1
197	1	2	3	0	28	749	0	1
197	1	3	1	0	28	749	0	1
351	1	1	1	0	28	2292	0	1
361	1	1	1	0	28	2292	0	1
352	1	1	1	0	28	2292	0	1
198	1	1	2	0	28	749	0	1
198	1	2	3	0	28	749	0	1
362	1	1	1	0	28	2292	0	1
198	1	3	1	0	28	749	0	1
363	1	1	1	0	28	2292	0	1
353	1	1	1	0	28	2292	0	1
74	1	1	1	0	6	153	0	1
74	1	2	2	0	4	105	0	1
199	1	1	2	0	28	749	0	1
74	2	3	1	0	6	153	0	1
354	1	1	1	0	28	2292	0	1
199	1	2	3	0	28	749	0	1
364	1	1	1	0	28	2292	0	1
74	2	4	2	0	4	105	0	1
74	3	5	2	0	8	209	0	1
199	1	3	1	0	28	749	0	1
74	3	6	1	0	4	105	0	1
74	4	7	1	0	6	153	0	1
355	1	1	1	0	28	2292	0	1
